,,,,,,,,,,
Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2022,LOUISIANA,"CROAKER, ATLANTIC",982,0,"31,695",Public,Commercial,Micropogonias undulatus,169283,GULFFIN
2022,LOUISIANA,DOLPHINFISH,"1,886",1,"2,890",Public,Commercial,Coryphaena hippurus,168791,GULFFIN
2022,LOUISIANA,"DRIFTFISH, BLACK","2,272",1,"6,325",Public,Commercial,Hyperoglyphe bythites,172513,GULFFIN
2022,LOUISIANA,"DRUM, BLACK","1,574,857",714,"1,838,686",Public,Commercial,Pogonias cromis,169288,GULFFIN
2022,LOUISIANA,"DRUM, BLACKBAR",923,0,"1,671",Public,Commercial,Pareques iwamotoi,169323,GULFFIN
2022,LOUISIANA,"DRUM, FRESHWATER","279,968",127,"54,409",Public,Commercial,Aplodinotus grunniens,169364,GULFFIN
2022,LOUISIANA,"EEL, CONGER","1,425",1,280,Public,Commercial,Conger oceanicus,161326,GULFFIN
2022,LOUISIANA,ESCOLAR,,,,Confidential,Commercial,Lepidocybium flavobrunneum,172362,GULFFIN
2022,LOUISIANA,"FLAG, SPANISH",,,,Confidential,Commercial,Gonioplectrus hispanus,167798,GULFFIN
2022,LOUISIANA,"FLOUNDERS, PARALICHTHYS **","3,120",1,"7,529",Public,Commercial,Paralichthys,172734,GULFFIN
2022,LOUISIANA,"FROG, PIG",,,,Confidential,Commercial,Lithobates grylio,775091,GULFFIN
2022,LOUISIANA,"GAR, ALLIGATOR","703,721",319,"755,542",Public,Commercial,Lepisosteus spatula,201897,GULFFIN
2022,LOUISIANA,"GAR, LONGNOSE","34,701",16,"38,602",Public,Commercial,Lepisosteus osseus,161094,GULFFIN
2022,LOUISIANA,"GAR, SHORTNOSE",,,,Confidential,Commercial,Lepisosteus,161096,GULFFIN
2022,LOUISIANA,GRAYSBY,,,,Confidential,Commercial,Cephalopholis cruentata,181220,GULFFIN
2022,LOUISIANA,"GROUPER, BLACK",,,,Confidential,Commercial,Mycteroperca bonaci,167760,GULFFIN
2022,LOUISIANA,"GROUPER, GAG","2,108",1,"10,844",Public,Commercial,Mycteroperca microlepis,167759,GULFFIN
2022,LOUISIANA,"GROUPER, MISTY","6,372",3,"1,527",Public,Commercial,Epinephelus mystacinus,167703,GULFFIN
2022,LOUISIANA,"GROUPER, SNOWY","1,961",1,"8,430",Public,Commercial,Epinephelus niveatus,167705,GULFFIN
2022,LOUISIANA,"GROUPER, WARSAW","4,177",2,"12,839",Public,Commercial,Epinephelus nigritus,167704,GULFFIN
2022,LOUISIANA,"GROUPER, YELLOWEDGE","35,891",16,"175,618",Public,Commercial,Epinephelus flavolimbatus,167699,GULFFIN
2022,LOUISIANA,"GROUPER, YELLOWFIN",,,,Confidential,Commercial,Mycteroperca venenosa,167764,GULFFIN
2022,LOUISIANA,"GROUPER, YELLOWMOUTH",133,0,522,Public,Commercial,Mycteroperca interstitialis,167762,GULFFIN
2022,LOUISIANA,"HAKES, RED AND WHITE **","1,319",1,731,Public,Commercial,Urophycis,164729,GULFFIN
2022,LOUISIANA,HERRINGS **,"1,444,643",655,"539,855",Public,Commercial,Clupeidae,161700,GULFFIN
2022,LOUISIANA,"HIND, RED",,,,Confidential,Commercial,Epinephelus guttatus,167700,GULFFIN
2022,LOUISIANA,"HIND, ROCK",12,0,39,Public,Commercial,Epinephelus adscensionis,167696,GULFFIN
2022,LOUISIANA,"HIND, SPECKLED",570,0,"3,039",Public,Commercial,Epinephelus drummondhayi,167698,GULFFIN
2022,LOUISIANA,"JACK, ALMACO","8,741",4,"11,982",Public,Commercial,Seriola rivoliana,168691,GULFFIN
2022,LOUISIANA,"JACK, BAR","5,405",2,"8,749",Public,Commercial,Carangoides ruber,168615,GULFFIN
2022,LOUISIANA,"JACK, BLACK",,,,Confidential,Commercial,Caranx lugubris,168613,GULFFIN
2022,LOUISIANA,"JACK, CREVALLE",,,,Confidential,Commercial,Caranx hippos,168609,GULFFIN
2022,LOUISIANA,"JACK, HORSE-EYE",458,0,305,Public,Commercial,Caranx latus,168610,GULFFIN
2022,LOUISIANA,KINGFISHES **,,,,Confidential,Commercial,Menticirrhus,169273,GULFFIN
2022,LOUISIANA,"MACKEREL, KING","235,205",107,"614,573",Public,Commercial,Scomberomorus cavalla,172435,GULFFIN
2022,LOUISIANA,"MACKEREL, SPANISH",184,0,198,Public,Commercial,Scomberomorus maculatus,172436,GULFFIN
2022,LOUISIANA,MENHADENS **,"748,911,936","339,704","107,077,531",Public,Commercial,Brevoortia ,161731,EXCEPTIONS
2022,LOUISIANA,MINNOWS **,"5,607",3,"79,068",Public,Commercial,Cyprinidae,163342,GULFFIN
2022,LOUISIANA,"MULLET, STRIPED","491,551",223,"337,659",Public,Commercial,Mugil cephalus,170335,GULFFIN
2022,LOUISIANA,"OYSTER, EASTERN","7,147,749","3,242","75,280,861",Public,Commercial,Crassostrea virginica,79872,GULFFIN
2022,LOUISIANA,"PEEPER, SPRING",,,,Confidential,Commercial,Pseudacris crucifer,207303,GULFFIN
2022,LOUISIANA,PERMIT,,,,Confidential,Commercial,Trachinotus falcatus,168709,GULFFIN
2022,LOUISIANA,"POMPANO, FLORIDA","25,868",12,"126,122",Public,Commercial,Trachinotus carolinus,168708,GULFFIN
2022,LOUISIANA,"PORGY, KNOBBED",,,,Confidential,Commercial,Calamus nodosus,169201,GULFFIN
2022,LOUISIANA,"PORGY, RED","5,210",2,"10,481",Public,Commercial,Pagrus pagrus,169207,GULFFIN
2022,LOUISIANA,PROCAMBARUS (CRAYFISHES) **,"8,248,450","3,741","13,869,783",Public,Commercial,Procambarus,97490,GULFFIN
2022,LOUISIANA,RAYS **,,,,Confidential,Commercial,Rajiformes,160806,GULFFIN
2022,LOUISIANA,"REMORA, UNCLASSIFIED **",,,,Confidential,Commercial,Remora,168568,GULFFIN
2022,LOUISIANA,"ROSEFISH, BLACKBELLY",,,,Confidential,Commercial,Helicolenus dactylopterus,166787,GULFFIN
2022,LOUISIANA,"ROVER, CRIMSON",,,,Confidential,Commercial,Erythrocles monodi,168840,GULFFIN
2022,LOUISIANA,"RUDDERFISH, BANDED","1,353",1,"3,212",Public,Commercial,Seriola zonata,168693,GULFFIN
2022,LOUISIANA,RUDDERFISHES **,,,,Confidential,Commercial,Kyphosus,169504,GULFFIN
2022,LOUISIANA,"RUNNER, BLUE","1,345",1,"1,305",Public,Commercial,Caranx crysos,168612,GULFFIN
2022,LOUISIANA,"RUNNER, RAINBOW",,,,Confidential,Commercial,Elagatis bipinnulata,168738,GULFFIN
2022,LOUISIANA,SCAMP,"9,956",5,"51,275",Public,Commercial,Mycteroperca phenax,167763,GULFFIN
2022,LOUISIANA,"SCORPIONFISH, SPINYCHEEK",,,,Confidential,Commercial,Neomerinthe hemingwayi,166794,GULFFIN
2022,LOUISIANA,"SCORPIONFISH, SPOTTED",319,0,701,Public,Commercial,Scorpaena plumieri,166825,GULFFIN
2022,LOUISIANA,SCORPIONFISHES **,,,,Confidential,Commercial,Scorpaenidae,166704,GULFFIN
2022,LOUISIANA,"SEATROUT, SPOTTED",,,,Confidential,Commercial,Cynoscion nebulosus,169239,GULFFIN
2022,LOUISIANA,"SHAD, GIZZARD","1,739,048",789,"538,721",Public,Commercial,Dorosoma cepedianum,161737,GULFFIN
2022,LOUISIANA,"SHAD, THREADFIN",,,,Confidential,Commercial,Dorosoma petenense,161738,GULFFIN
2022,LOUISIANA,SHARK FINS **,,,,Confidential,Commercial,Unspecified,2,EXCEPTIONS
2022,LOUISIANA,"SHARK, BLACKTIP",,,,Confidential,Commercial,Carcharhinus limbatus,160318,EXCEPTIONS
2022,LOUISIANA,"SHARK, BLUE",,,,Confidential,Commercial,Prionace glauca,160424,EXCEPTIONS
2022,LOUISIANA,"SHARK, BULL","183,201",83,"102,820",Public,Commercial,Carcharhinus leucas,160275,EXCEPTIONS
2022,LOUISIANA,"SHARK, HAMMERHEAD, GREAT",,,,Confidential,Commercial,Sphyrna mokarran,160515,EXCEPTIONS
2022,LOUISIANA,"SHARK, HAMMERHEAD, SCALLOPED",,,,Confidential,Commercial,Sphyrna lewini,160508,EXCEPTIONS
2022,LOUISIANA,"SHARK, LEMON",,,,Confidential,Commercial,Negaprion brevirostris,160433,EXCEPTIONS
2022,LOUISIANA,"SHARK, MAKO, SHORTFIN",,,,Confidential,Commercial,Isurus oxyrinchus,159924,EXCEPTIONS
2022,LOUISIANA,"SHARK, SPINNER",,,,Confidential,Commercial,Carcharhinus brevipinna,160401,EXCEPTIONS
2022,LOUISIANA,SHEEPSHEAD,"432,843",196,"453,989",Public,Commercial,Archosargus probatocephalus,169189,GULFFIN
2022,LOUISIANA,"SHRIMP, ATLANIC SEABOB","87,799",40,"63,847",Public,Commercial,Xiphopenaeus kroyeri,95750,GULFFIN
2022,LOUISIANA,"SHRIMP, BROWN","11,873,802","5,386","15,741,883",Public,Commercial,Penaeus aztecus,95605,GULFFIN
2022,LOUISIANA,"SHRIMP, NORTHERN PINK",,,,Confidential,Commercial,Penaeus duorarum,95608,GULFFIN
2022,LOUISIANA,"SHRIMP, NORTHERN WHITE","68,132,464","30,905","99,664,573",Public,Commercial,Penaeus setiferus,95610,GULFFIN
2022,LOUISIANA,"SHRIMPS, ROCK **",,,,Confidential,Commercial,Sicyonia,96027,GULFFIN
2022,LOUISIANA,SLIDER,"7,064",3,"31,735",Public,Commercial,Trachemys scripta,173819,GULFFIN
2022,LOUISIANA,"SNAKE, BLACK RAT",,,,Confidential,Commercial,Pantherophis obsoletus,1081826,GULFFIN
2022,LOUISIANA,"SNAKE, DIAMONDBACK WATER",,,"9,743",Public,Commercial,Nerodia rhombifer,563904,GULFFIN
2022,LOUISIANA,"SNAKE, ROUGH GREEN",,,,Confidential,Commercial,Opheodrys aestivus,174172,GULFFIN
2022,LOUISIANA,"SNAKE, SOUTHERN WATER",,,,Confidential,Commercial,Nerodia fasciata,174248,GULFFIN
2022,LOUISIANA,"SNAKE, WATER, PLAIN-BELLIED",,,,Confidential,Commercial,Nerodia erythrogaster,174244,GULFFIN
2022,LOUISIANA,"SNAKES, GARTER (RIBBON) **",,,,Confidential,Commercial,Thamnophis,174133,GULFFIN
2022,LOUISIANA,"SNAPPER, BLACK",,,,Confidential,Commercial,Apsilus dentatus,168899,GULFFIN
2022,LOUISIANA,"SNAPPER, BLACKFIN",677,0,"3,469",Public,Commercial,Lutjanus buccanella,168852,GULFFIN
2022,LOUISIANA,"SNAPPER, CUBERA",,,,Confidential,Commercial,Lutjanus cyanopterus,168847,GULFFIN
2022,LOUISIANA,"SNAPPER, DOG",,,,Confidential,Commercial,Lutjanus jocu,168857,GULFFIN
2022,LOUISIANA,"SNAPPER, GRAY",874,0,"1,764",Public,Commercial,Lutjanus griseus,168848,GULFFIN
2022,LOUISIANA,"SNAPPER, LANE",317,0,846,Public,Commercial,Lutjanus synagris,168860,GULFFIN
2022,LOUISIANA,"SNAPPER, MUTTON",,,,Confidential,Commercial,Lutjanus analis,168849,GULFFIN
2022,LOUISIANA,"SNAPPER, QUEEN","1,991",1,"7,208",Public,Commercial,Etelis oculatus,168902,GULFFIN
2022,LOUISIANA,"SNAPPER, RED","1,261,121",572,"5,607,348",Public,Commercial,Lutjanus campechanus,168853,GULFFIN
2022,LOUISIANA,"SNAPPER, SILK",772,0,"3,322",Public,Commercial,Lutjanus vivanus,168861,GULFFIN
2022,LOUISIANA,"SNAPPER, VERMILION","102,670",47,"401,144",Public,Commercial,Rhomboplites aurorubens,168909,GULFFIN
2022,LOUISIANA,"SNAPPER, YELLOWTAIL",85,0,380,Public,Commercial,Ocyurus chrysurus,168907,GULFFIN
2022,LOUISIANA,"SPADEFISH, ATLANTIC",,,,Confidential,Commercial,Chaetodipterus faber,169539,GULFFIN
2022,LOUISIANA,"SQUIDS, LOLIGINIDAE **","1,936",1,"6,352",Public,Commercial,Loliginidae,82369,GULFFIN
2022,LOUISIANA,SQUIRRELFISHES **,,,,Confidential,Commercial,Holocentridae,166170,GULFFIN
2022,LOUISIANA,SWORDFISH,"367,695",167,"1,509,752",Public,Commercial,Xiphias gladius,172482,EXCEPTIONS
2022,LOUISIANA,"TILEFISH, BLACKLINE",,,,Confidential,Commercial,Caulolatilus cyanops,168541,GULFFIN
2022,LOUISIANA,"TILEFISH, BLUELINE",92,0,192,Public,Commercial,Caulolatilus microps,168543,GULFFIN
2022,LOUISIANA,"TILEFISH, GOLDEN","39,898",18,"137,877",Public,Commercial,Lopholatilus chamaeleonticeps,168546,GULFFIN
2022,LOUISIANA,"TILEFISH, GOLDFACE",,,,Confidential,Commercial,Caulolatilus chrysops,168544,GULFFIN
2022,LOUISIANA,"TILEFISH, SAND",,,,Confidential,Commercial,Malacanthus plumieri,168548,GULFFIN
2022,LOUISIANA,"TRIGGERFISH, GRAY",751,0,"1,274",Public,Commercial,Balistes capriscus,173138,GULFFIN
2022,LOUISIANA,"TRIGGERFISH, QUEEN",,,,Confidential,Commercial,Balistes vetula,173139,GULFFIN
2022,LOUISIANA,TRIPLETAIL,881,0,"4,191",Public,Commercial,Lobotes surinamensis,169007,GULFFIN
2022,LOUISIANA,"TUNA, ALBACORE",,,,Confidential,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2022,LOUISIANA,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,EXCEPTIONS
2022,LOUISIANA,"TUNA, BLACKFIN",733,0,582,Public,Commercial,Thunnus atlanticus,172427,GULFFIN
2022,LOUISIANA,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2022,LOUISIANA,"TUNA, LITTLE TUNNY","3,013",1,"2,974",Public,Commercial,Euthynnus alletteratus,172402,GULFFIN
2022,LOUISIANA,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2022,LOUISIANA,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2022,LOUISIANA,"TURTLE, COMMON MUSK",,,"14,675",Public,Commercial,Sternotherus odoratus,173758,GULFFIN
2022,LOUISIANA,"TURTLES, MUD **",,,854,Public,Commercial,Kinosternon,173762,GULFFIN
2022,LOUISIANA,"TURTLES, NORTH AMERICAN SOFTSHELL **",665,0,"1,965",Public,Commercial,Apalone,208674,GULFFIN
2022,LOUISIANA,"TURTLES, SNAPPING",182,0,"1,761",Public,Commercial,Chelydra serpentina,173752,GULFFIN
2022,LOUISIANA,WAHOO,"4,190",2,"6,113",Public,Commercial,Acanthocybium solandri,172451,GULFFIN
2022,LOUISIANA,WENCHMAN,,,,Confidential,Commercial,Pristipomoides aquilonaris,168913,GULFFIN
2022,LOUISIANA,,"16,202",7,"46,408",Public,Commercial,,,GULFFIN
2022,LOUISIANA,,,,,Confidential,Commercial,,,GULFFIN
2022,MAINE,ALEWIFE,,,,Confidential,Commercial,Alosa pseudoharengus,161706,ACCSP
2022,MAINE,ALEWIFE,"128,400",58,,Public,Recreational,,161706,MRIP
2022,MAINE,"BASS, STRIPED","590,341",268,,Public,Recreational,,167680,MRIP
2022,MAINE,BLUEFISH,"73,727",33,,Public,Recreational,,168559,MRIP
2022,MAINE,BLUEFISH,,,,Confidential,Commercial,Pomatomus saltatrix,168559,ACCSP
2022,MAINE,"BONITO, ATLANTIC",143,0,,Public,Recreational,,172409,MRIP
2022,MAINE,BUTTERFISH,,,,Confidential,Commercial,Peprilus triacanthus,172567,ACCSP
2022,MAINE,"CLAM, QUAHOG, NORTHERN","234,521",106,"3,493,313",Public,Commercial,Mercenaria mercenaria,81496,ACCSP
2022,MAINE,"CLAM, QUAHOG, OCEAN",,,,Confidential,Commercial,Arctica islandica,81343,ACCSP
2022,MAINE,"CLAM, RAZOR, ATLANTIC",,,,Confidential,Commercial,Ensis directus,81022,ACCSP
2022,MAINE,"CLAM, SOFT","1,409,878",640,"18,627,907",Public,Commercial,Mya arenaria,81692,ACCSP
2022,MAINE,"CLAM, SURF, ATLANTIC","2,636",1,"12,296",Public,Commercial,Spisula solidissima,80944,ACCSP
2022,MAINE,"COD, ATLANTIC","4,539",2,,Public,Recreational,,164712,MRIP
2022,MAINE,"COD, ATLANTIC","56,110",25,"164,732",Public,Commercial,Gadus morhua,164712,ACCSP
2022,MAINE,"CRAB, ATLANTIC ROCK","909,797",413,"733,307",Public,Commercial,Cancer irroratus,98679,ACCSP
2022,MAINE,"CRAB, GREEN",,,,Confidential,Commercial,Carcinus maenas,98734,ACCSP
2022,MAINE,"CRAB, JONAH","2,019,864",916,"1,959,730",Public,Commercial,Cancer borealis,98678,ACCSP
2022,MAINE,"CRABS, BRACHYURA **",,,,Confidential,Commercial,Brachyura,98276,ACCSP
2022,MAINE,"CRABS, SPIDER **",,,,Confidential,Commercial,Majidae,98417,ACCSP
2022,MAINE,CUNNER,"2,716",1,,Public,Recreational,,170481,MRIP
2022,MAINE,CUSK,"41,606",19,,Public,Recreational,,164740,MRIP
2022,MAINE,CUSK,"4,286",2,"2,500",Public,Commercial,Brosme brosme,164740,ACCSP
2022,MAINE,"EEL, AMERICAN","9,459",4,"20,163,965",Public,Commercial,Anguilla rostrata,161127,ACCSP
2022,MAINE,"FLOUNDER, AMERICAN PLAICE","114,327",52,"164,774",Public,Commercial,Hippoglossoides platessoides,172877,ACCSP
2022,MAINE,"FLOUNDER, WINTER",811,0,,Public,Recreational,,172905,MRIP
2022,MAINE,"FLOUNDER, WINTER",328,0,550,Public,Commercial,Pseudopleuronectes americanus,172905,ACCSP
2022,MAINE,"FLOUNDER, WITCH","69,809",32,"108,461",Public,Commercial,Glyptocephalus cynoglossus,172873,ACCSP
2022,MAINE,"FLOUNDER, YELLOWTAIL",,,,Confidential,Commercial,Limanda ferruginea,172909,ACCSP
2022,MAINE,GOOSEFISH,"1,215,250",551,"1,034,007",Public,Commercial,Lophius americanus,164499,ACCSP
2022,MAINE,GOOSEFISH,384,0,,Public,Recreational,,164499,MRIP
2022,MAINE,HADDOCK,"246,274",112,"529,953",Public,Commercial,Melanogrammus aeglefinus,164744,ACCSP
2022,MAINE,HADDOCK,"218,324",99,,Public,Recreational,,164744,MRIP
2022,MAINE,"HAKE, RED",,,,Confidential,Commercial,Urophycis chuss,164730,ACCSP
2022,MAINE,"HAKE, RED",13,0,,Public,Recreational,,164730,MRIP
2022,MAINE,"HAKE, SILVER","8,308",4,"3,545",Public,Commercial,Merluccius bilinearis,164791,ACCSP
2022,MAINE,"HAKE, SILVER","1,845",1,,Public,Recreational,,164791,MRIP
2022,MAINE,"HAKE, WHITE","380,418",173,"796,704",Public,Commercial,Urophycis tenuis,164732,ACCSP
2022,MAINE,"HAKE, WHITE",170,0,,Public,Recreational,,164732,MRIP
2022,MAINE,"HALIBUT, ATLANTIC","27,723",13,"210,755",Public,Commercial,Hippoglossus hippoglossus,172933,ACCSP
2022,MAINE,"HERRING, ATLANTIC","3,822,900","1,734","1,846,609",Public,Commercial,Clupea harengus,161722,ACCSP
2022,MAINE,"HERRING, ATLANTIC","10,505",5,,Public,Recreational,,161722,MRIP
2022,MAINE,HERRINGS,,,,Public,Recreational,,161700,MRIP
2022,MAINE,"HERRINGS, RIVER",,,,Public,Recreational,,161701,MRIP
2022,MAINE,"LOBSTER, AMERICAN","98,727,148","44,782","392,399,917",Public,Commercial,Homarus americanus,97314,ACCSP
2022,MAINE,"MACKEREL, ATLANTIC","1,091,011",495,,Public,Recreational,,172414,MRIP
2022,MAINE,"MACKEREL, ATLANTIC","254,733",116,"117,497",Public,Commercial,Scomber scombrus,172414,ACCSP
2022,MAINE,"MENHADEN, ATLANTIC","20,366",9,,Public,Recreational,,161732,MRIP
2022,MAINE,"MENHADEN, ATLANTIC","1,012,441",459,"484,212",Public,Commercial,Brevoortia tyrannus,161732,ACCSP
2022,MAINE,MENHADENS **,"19,283,262","8,747","8,373,164",Public,Commercial,Brevoortia ,161731,ACCSP
2022,MAINE,"MUSSEL, SEA","1,030,309",467,"4,632,351",Public,Commercial,Mytilus edulis,79454,ACCSP
2022,MAINE,"OYSTER, EASTERN","239,056",108,"11,145,129",Public,Commercial,Crassostrea virginica,79872,ACCSP
2022,MAINE,"OYSTER, EDIBLE",,,,Confidential,Commercial,Ostrea edulis,79885,ACCSP
2022,MAINE,PERIWINKLES,"210,678",96,"937,272",Public,Commercial,Littorinidae ,1206035,ACCSP
2022,MAINE,POLLOCK,"366,574",166,,Public,Recreational,,164727,MRIP
2022,MAINE,POLLOCK,"367,921",167,"669,089",Public,Commercial,Pollachius virens,164727,ACCSP
2022,MAINE,"POLYCHAETE, BLOODWORMS","229,091",104,"4,912,720",Public,Commercial,Glycera dibranchiata,66107,ACCSP
2022,MAINE,"POLYCHAETE, SANDWORMS **","183,736",83,"1,867,837",Public,Commercial,Nereis,65902,ACCSP
2022,MAINE,"POUT, OCEAN",,,,Public,Recreational,Zoarces,630979,MRIP
2022,MAINE,"RAVEN, SEA",71,0,,Public,Recreational,,167289,MRIP
2022,MAINE,"REDFISH, ACADIAN","1,567",1,,Public,Recreational,,166774,MRIP
2022,MAINE,"REDFISH, ACADIAN","20,712",9,"15,975",Public,Commercial,Sebastes fasciatus,166774,ACCSP
2022,MAINE,"SALMON, ATLANTIC",,,,Confidential,Commercial,Salmo salar,161996,ACCSP
2022,MAINE,"SCALLOP, BAY","1,826",1,"30,224",Public,Commercial,Argopecten irradians,79737,ACCSP
2022,MAINE,"SCALLOP, SEA","719,998",327,"11,814,591",Public,Commercial,Placopecten magellanicus,79718,ACCSP
2022,MAINE,"SCULPIN, LONGHORN",44,0,,Public,Recreational,,167320,MRIP
2022,MAINE,SEAWEED **,"81,082",37,"53,121",Public,Commercial,Phaeophyta ,660055,ACCSP
2022,MAINE,"SEAWEED, BLADDER WRACK",,,,Confidential,Commercial,Fucus vesiculosus,11335,ACCSP
2022,MAINE,"SEAWEED, IRISH MOSS",,,,Confidential,Commercial,Chondrus crispus,12092,ACCSP
2022,MAINE,"SEAWEED, KELP **",,,,Confidential,Commercial,Laminaria,11217,ACCSP
2022,MAINE,"SEAWEED, KELP, SUGAR",,,,Confidential,Commercial,Laminaria saccharina,11222,ACCSP
2022,MAINE,"SEAWEED, KELP, WINGED",,,,Confidential,Commercial,Alaria esculenta,11300,ACCSP
2022,MAINE,"SEAWEED, ROCKWEED","12,842,974","5,826","522,584",Public,Commercial,Ascophyllum nodosum,11331,ACCSP
2022,MAINE,"SEAWEED, ROCKWEEDS **",,,,Confidential,Commercial,Fucaceae,11329,ACCSP
2022,MAINE,"SHAD, AMERICAN",,,,Public,Recreational,,161702,MRIP
2022,MAINE,"SHARK, DOGFISH, SPINY","4,700",2,,Public,Recreational,,160617,MRIP
2022,MAINE,"SHARK, DOGFISH, SPINY",,,,Confidential,Commercial,Squalus acanthias,160617,ACCSP
2022,MAINE,"SHARK, THRESHER","143,320",65,,Public,Recreational,,159916,MRIP
2022,MAINE,"SKATE, BARNDOOR",,,,Confidential,Commercial,Dipturus laevis,564139,ACCSP
2022,MAINE,"SKATE, WINTER",,,,Confidential,Commercial,Leucoraja ocellata,564145,ACCSP
2022,MAINE,"SQUID, LONGFIN LOLIGO",,,,Confidential,Commercial,Loligo pealeii,82372,ACCSP
2022,MAINE,"TUNA, BLUEFIN","110,606",50,,Public,Recreational,,172421,MRIP
2022,MAINE,"TUNA, BLUEFIN","364,259",165,"1,891,498",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2022,MAINE,"URCHIN, GREEN SEA, (S. DROEBACHIENSIS)","842,878",382,"2,709,901",Public,Commercial,Strongylocentrotus droebachiensis,157969,ACCSP
2022,MAINE,"WHELK, CHANNELED",,,,Confidential,Commercial,Busycotypus canaliculatus,74096,ACCSP
2022,MAINE,"WHELK, WAVED","2,488",1,"4,148",Public,Commercial,Buccinum undatum,73795,ACCSP
2022,MAINE,WITHHELD FOR CONFIDENTIALITY,"31,150,455","14,130","92,129,243",Public,Commercial,Other,0,ACCSP
2022,MARYLAND,ALEWIFE,,,,Confidential,Commercial,Alosa pseudoharengus,161706,ACCSP
2022,MARYLAND,"AMBERJACK, LESSER",,,,Public,Recreational,,168690,MRIP
2022,MARYLAND,AMBERJACKS **,,,,Confidential,Commercial,Seriola,168688,ACCSP
2022,MARYLAND,"BASS, BLACK SEA","387,167",176,"813,423",Public,Commercial,Centropristis striata,167687,ACCSP
2022,MARYLAND,"BASS, BLACK SEA","198,385",90,,Public,Recreational,,167687,MRIP
2022,MARYLAND,"BASS, STRIPED","1,601,070",726,"5,585,037",Public,Commercial,Morone saxatilis,167680,ACCSP
2022,MARYLAND,"BASS, STRIPED","3,083,037","1,398",,Public,Recreational,,167680,MRIP
2022,MARYLAND,BLUEFISH,"223,496",101,,Public,Recreational,,168559,MRIP
2022,MARYLAND,BLUEFISH,"10,285",5,"7,658",Public,Commercial,Pomatomus saltatrix,168559,ACCSP
2022,MARYLAND,BLUEGILL,287,0,,Public,Recreational,,168141,MRIP
2022,MARYLAND,BOARFISHES **,,,,Confidential,Commercial,Zeiformes,166271,ACCSP
2022,MARYLAND,"BONITO, ATLANTIC",,,,Confidential,Commercial,Sarda sarda,172409,ACCSP
2022,MARYLAND,"BULLHEAD, BROWN","1,036",0,,Public,Recreational,,164043,MRIP
2022,MARYLAND,BUTTERFISH,"4,560",2,"4,995",Public,Commercial,Peprilus triacanthus,172567,ACCSP
2022,MARYLAND,"CARP, COMMON",,,,Confidential,Commercial,Cyprinus carpio,163344,ACCSP
2022,MARYLAND,"CATFISH, BLUE","2,629,888","1,193",,Public,Recreational,,163997,MRIP
2022,MARYLAND,"CATFISH, BLUE",,,,Confidential,Commercial,Ictalurus furcatus,163997,ACCSP
2022,MARYLAND,"CATFISH, CHANNEL","1,262,055",572,,Public,Recreational,,163998,MRIP
2022,MARYLAND,"CATFISH, CHANNEL","1,174,804",533,"650,191",Public,Commercial,Ictalurus punctatus,163998,ACCSP
2022,MARYLAND,"CATFISH, FLATHEAD","15,040",7,"12,067",Public,Commercial,Pylodictis olivaris,164029,ACCSP
2022,MARYLAND,"CATFISH, WHITE","254,458",115,,Public,Recreational,,164037,MRIP
2022,MARYLAND,"CATFISH, WHITE",,,,Confidential,Commercial,Ameiurus catus,164037,ACCSP
2022,MARYLAND,CATFISHES,,,,Public,Recreational,,163992,MRIP
2022,MARYLAND,"CATFISHES, BULLHEAD **","3,174",1,"3,261",Public,Commercial,Ictaluridae,163995,ACCSP
2022,MARYLAND,"CATFISHES, FORKTAIL **",,,,Confidential,Commercial,Ictalurus,163996,ACCSP
2022,MARYLAND,"CLAM, SOFT","1,219",1,"19,035",Public,Commercial,Mya arenaria,81692,ACCSP
2022,MARYLAND,"CLAM, SURF, ATLANTIC",,,,Confidential,Commercial,Spisula solidissima,80944,ACCSP
2022,MARYLAND,COBIA,313,0,626,Public,Commercial,Rachycentron canadum,168566,ACCSP
2022,MARYLAND,"CRAB, BLUE","16,993,788","7,708","38,498,238",Public,Commercial,Callinectes sapidus,98696,ACCSP
2022,MARYLAND,"CRAB, HORSESHOE","215,546",98,"82,697",Public,Commercial,Limulus polyphemus,82703,ACCSP
2022,MARYLAND,"CRAB, JONAH",,,,Confidential,Commercial,Cancer borealis,98678,ACCSP
2022,MARYLAND,"CRAB, RED DEEPSEA",,,,Confidential,Commercial,Chaceon quinquedens,620992,ACCSP
2022,MARYLAND,"CRAPPIE, BLACK","26,621",12,,Public,Recreational,,168167,MRIP
2022,MARYLAND,"CRAPPIE, WHITE","8,210",4,,Public,Recreational,,168166,MRIP
2022,MARYLAND,CRAPPIES **,"1,011",0,"3,539",Public,Commercial,Pomoxis,168165,ACCSP
2022,MARYLAND,"CROAKER, ATLANTIC","21,043",10,,Public,Recreational,,169283,MRIP
